OrderID,OrderDate,ShipDate,CustomerID,ProductID,RegionID,Sales,Quantity,Discount,Profit,ProfitMargin
CA-2016-121755,2016-01-16,2016-01-20,EH-13945,TEC-AC-10003027,West,90.57,3,0.0,11.7741,0.13
US-2015-150630,2015-09-17,2015-09-21,TB-21520,FUR-BO-10004834,East,3083.43,7,0.5,-1665.0522,-0.54
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-BI-10000474,East,9.618,2,0.7,-7.0532,-0.7333333333333334
US-2015-150630,2015-09-17,2015-09-21,TB-21520,FUR-FU-10004848,East,124.2,3,0.2,15.525,0.125
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-EN-10001509,East,3.264,2,0.2,1.1016,0.3375
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-AR-10004042,East,86.304,6,0.2,9.7092,0.11249999999999999
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-BI-10001525,East,6.858,6,0.7,-5.715,-0.8333333333333334
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-AR-10001683,East,15.76,2,0.2,3.546,0.22499999999999998
CA-2017-107727,2017-10-19,2017-10-23,MA-17560,OFF-PA-10000249,Central,29.472,3,0.2,9.9468,0.33749999999999997
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,TEC-PH-10004977,Central,1097.544,7,0.2,123.4737,0.11249999999999999
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,FUR-FU-10003664,Central,190.92,5,0.6,-147.963,-0.775
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,OFF-EN-10002986,Central,113.328,9,0.2,35.415,0.3125
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,FUR-BO-10002545,Central,532.3992,3,0.32,-46.9764,-0.08823529411764706
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,FUR-CH-10004218,Central,212.058,3,0.3,-15.147,-0.07142857142857144
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,TEC-PH-10000486,Central,371.168,4,0.2,41.7564,0.1125
CA-2017-120999,2017-09-10,2017-09-15,LC-16930,TEC-PH-10004093,Central,147.168,4,0.2,16.5564,0.11249999999999999
CA-2016-101343,2016-07-17,2016-07-22,RA-19885,OFF-ST-10003479,West,77.88,2,0.0,3.894,0.05
CA-2017-139619,2017-09-19,2017-09-23,ES-14080,OFF-ST-10003282,South,95.616,2,0.2,9.5616,0.1
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,TEC-AC-10000171,Central,45.98,2,0.0,19.7714,0.43000000000000005
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,OFF-BI-10003291,Central,17.46,2,0.0,8.2062,0.47000000000000003
CA-2014-146703,2014-10-20,2014-10-25,PO-18865,OFF-ST-10001713,Central,211.96,4,0.0,8.4784,0.04
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,TEC-AC-10002167,East,45.0,3,0.0,4.95,0.11
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,TEC-PH-10003988,East,21.8,2,0.0,6.104,0.27999999999999997
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,OFF-BI-10004410,Central,38.22,6,0.0,17.9634,0.47000000000000003
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,OFF-LA-10002762,Central,75.18,6,0.0,35.3346,0.47
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,FUR-FU-10001706,Central,6.16,2,0.0,2.9568,0.48
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,FUR-CH-10003061,Central,89.99,1,0.0,17.0981,0.19
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,OFF-FA-10000304,East,15.26,7,0.0,6.2566,0.41
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,TEC-PH-10002447,East,1029.95,5,0.0,298.6855,0.29
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-ST-10000604,East,208.56,6,0.0,52.14,0.25
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-PA-10001569,East,32.4,5,0.0,15.552,0.48
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,FUR-CH-10003968,East,319.41,5,0.1,7.098,0.02222222222222222
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-PA-10000587,East,14.56,2,0.0,6.9888,0.48
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,TEC-AC-10002167,East,30.0,2,0.0,3.3,0.11
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-BI-10001460,East,48.48,4,0.2,16.362,0.33749999999999997
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-AR-10001868,East,1.68,1,0.0,0.84,0.5
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,TEC-AC-10004633,West,13.98,2,0.0,6.1512,0.44
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,OFF-BI-10001078,West,25.824,6,0.2,9.3612,0.3625
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,OFF-PA-10003892,West,146.73,3,0.0,68.9631,0.47000000000000003
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,FUR-FU-10000397,West,79.76,4,0.0,22.3328,0.27999999999999997
US-2015-164175,2015-04-30,2015-05-05,PS-18970,FUR-CH-10001146,Central,213.115,5,0.3,-15.2225,-0.07142857142857142
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,OFF-AR-10002671,West,1113.024,8,0.2,111.3024,0.10000000000000002
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,TEC-PH-10002726,West,167.968,4,0.2,62.988,0.375
CA-2016-119823,2016-06-04,2016-06-06,KD-16270,OFF-PA-10000482,South,75.88,2,0.0,35.6636,0.4700000000000001
CA-2016-106075,2016-09-18,2016-09-23,HM-14980,OFF-BI-10004654,East,4.616,1,0.2,1.731,0.37500000000000006
CA-2017-114440,2017-09-14,2017-09-17,TB-21520,OFF-PA-10004675,Central,19.05,3,0.0,8.763,0.45999999999999996
US-2015-134026,2015-04-26,2015-05-02,JE-15745,FUR-CH-10000513,South,831.936,8,0.2,-114.3912,-0.13749999999999998
US-2015-134026,2015-04-26,2015-05-02,JE-15745,FUR-FU-10003708,South,97.04,2,0.2,1.213,0.0125
US-2015-134026,2015-04-26,2015-05-02,JE-15745,OFF-ST-10004123,South,72.784,1,0.2,-18.196,-0.25
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-BI-10004182,Central,1.248,3,0.8,-1.9344,-1.5499999999999998
US-2017-118038,2017-12-09,2017-12-11,KB-16600,FUR-FU-10000260,Central,9.708,3,0.6,-5.8248,-0.6
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-ST-10000615,Central,27.24,3,0.2,2.724,0.10000000000000002
US-2014-147606,2014-11-26,2014-12-01,JE-15745,FUR-FU-10003194,Central,19.3,5,0.6,-14.475,-0.75
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,OFF-AP-10002118,South,208.16,1,0.0,56.2032,0.27
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,OFF-BI-10002309,South,16.74,3,0.0,8.0352,0.48000000000000004
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,OFF-AR-10002053,West,14.9,5,0.0,4.172,0.27999999999999997
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,OFF-ST-10002370,West,21.39,1,0.0,6.2031,0.29
CA-2015-149734,2015-09-03,2015-09-08,JC-16105,OFF-EN-10000927,South,200.984,7,0.2,62.8075,0.3125
US-2017-119662,2017-11-13,2017-11-16,CS-12400,OFF-ST-10003656,Central,230.376,3,0.2,-48.9549,-0.2125
CA-2017-140088,2017-05-28,2017-05-30,PO-18865,FUR-CH-10000863,South,301.96,2,0.0,33.2156,0.11000000000000001
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,TEC-AC-10001998,Central,19.99,1,0.0,6.7966,0.34
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,OFF-LA-10000134,Central,6.16,2,0.0,2.9568,0.48
CA-2016-159695,2016-04-05,2016-04-10,GM-14455,OFF-ST-10003442,Central,158.368,7,0.2,13.8572,0.08750000000000001
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,OFF-AR-10004930,West,20.1,3,0.0,6.633,0.32999999999999996
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,TEC-PH-10004093,West,73.584,2,0.2,8.2782,0.11249999999999999
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,OFF-PA-10000304,West,6.48,1,0.0,3.1104,0.4799999999999999
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,OFF-PA-10003177,Central,12.96,2,0.0,6.2208,0.4799999999999999
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,FUR-FU-10003799,Central,53.34,3,0.0,16.5354,0.30999999999999994
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,OFF-BI-10002852,Central,32.96,2,0.0,16.1504,0.49000000000000005
US-2017-109484,2017-11-06,2017-11-12,RB-19705,OFF-BI-10004738,West,5.682,1,0.7,-3.788,-0.6666666666666666
CA-2017-161018,2017-11-09,2017-11-11,PN-18775,FUR-FU-10000629,East,96.53,7,0.0,40.5426,0.42
CA-2017-157833,2017-06-17,2017-06-20,KD-16345,OFF-BI-10001721,West,51.312,3,0.2,17.9592,0.35
CA-2016-149223,2016-09-06,2016-09-11,ER-13855,OFF-AP-10000358,Central,77.88,6,0.0,22.5852,0.29000000000000004
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,OFF-PA-10003256,Central,64.624,7,0.2,22.6184,0.35000000000000003
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,TEC-AC-10001767,Central,95.976,3,0.2,-10.7973,-0.1125
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,OFF-BI-10002609,Central,1.788,3,0.8,-3.0396,-1.7
CA-2016-129903,2016-12-01,2016-12-04,GZ-14470,OFF-PA-10004040,Central,23.92,4,0.0,11.7208,0.49
US-2015-156867,2015-11-13,2015-11-17,LC-16870,TEC-AC-10001552,West,238.896,6,0.2,-26.8758,-0.11250000000000002
US-2015-156867,2015-11-13,2015-11-17,LC-16870,FUR-FU-10004006,West,102.36,3,0.2,-3.8385,-0.0375
US-2015-156867,2015-11-13,2015-11-17,LC-16870,OFF-BI-10002794,West,36.882,3,0.7,-25.8174,-0.7000000000000001
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,TEC-AC-10003499,South,74.112,8,0.2,17.6016,0.23750000000000004
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,TEC-PH-10002844,South,27.992,1,0.2,2.0994,0.075
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,OFF-AR-10000390,South,3.304,1,0.2,1.0738,0.32500000000000007
CA-2015-129476,2015-10-15,2015-10-20,PA-19060,TEC-AC-10000844,Central,339.96,5,0.2,67.992,0.20000000000000004
CA-2017-146780,2017-12-25,2017-12-30,CV-12805,FUR-FU-10001934,East,41.96,2,0.0,10.9096,0.25999999999999995
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,OFF-AR-10000380,Central,75.96,2,0.0,22.788,0.30000000000000004
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,OFF-BI-10003981,Central,27.24,6,0.0,13.3476,0.49000000000000005
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-FA-10000621,East,40.096,14,0.2,14.5348,0.36250000000000004
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-EN-10002600,East,4.72,2,0.2,1.652,0.35
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-PA-10004965,East,23.976,3,0.2,7.4925,0.3125
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-EN-10002504,East,130.464,6,0.2,44.0316,0.33749999999999997
CA-2015-110457,2015-03-02,2015-03-06,DK-13090,FUR-TA-10001768,West,787.53,3,0.0,165.3813,0.21000000000000002
US-2015-136476,2015-04-05,2015-04-10,GG-14650,OFF-BI-10003650,South,157.794,1,0.7,-115.7156,-0.7333333333333333
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,FUR-FU-10002157,East,47.04,3,0.0,18.3456,0.39
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-BI-10003910,East,30.84,4,0.0,13.878,0.45
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-ST-10000777,East,226.56,6,0.0,63.4368,0.27999999999999997
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-EN-10002500,East,115.02,9,0.0,51.759,0.45
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,TEC-PH-10003875,East,68.04,7,0.0,19.7316,0.29
US-2014-152030,2014-12-26,2014-12-28,AD-10180,FUR-CH-10004063,Central,600.558,3,0.3,-8.5794,-0.014285714285714285
US-2014-134614,2014-09-20,2014-09-25,PF-19165,FUR-TA-10004534,Central,617.7,6,0.5,-407.682,-0.66
US-2017-107272,2017-11-05,2017-11-12,TS-21610,OFF-BI-10003274,West,2.388,2,0.7,-1.8308,-0.7666666666666667
US-2017-107272,2017-11-05,2017-11-12,TS-21610,OFF-ST-10002974,West,243.992,7,0.2,30.499,0.125
US-2016-125969,2016-11-06,2016-11-10,LS-16975,FUR-CH-10001146,West,81.424,2,0.2,-9.1602,-0.11249999999999999
US-2016-125969,2016-11-06,2016-11-10,LS-16975,FUR-FU-10003773,West,238.56,3,0.0,26.2416,0.10999999999999999
US-2017-164147,2017-02-02,2017-02-05,DW-13585,TEC-PH-10002293,East,59.97,5,0.4,-11.994,-0.2
US-2017-164147,2017-02-02,2017-02-05,DW-13585,OFF-PA-10002377,East,78.304,2,0.2,29.364,0.375
US-2017-164147,2017-02-02,2017-02-05,DW-13585,OFF-FA-10002780,East,21.456,9,0.2,6.9732,0.325
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-PA-10001804,West,20.04,3,0.0,9.6192,0.48
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-PA-10001736,West,35.44,1,0.0,16.6568,0.47000000000000003
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-AR-10001149,West,11.52,4,0.0,3.456,0.3
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-FA-10002988,West,4.02,2,0.0,1.9698,0.49000000000000005
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-BI-10004781,West,76.176,3,0.2,26.6616,0.35
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-SU-10001218,West,65.88,6,0.0,18.4464,0.28
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,FUR-FU-10001706,West,43.12,14,0.0,20.6976,0.48000000000000004
CA-2016-110366,2016-09-05,2016-09-07,JD-15895,FUR-FU-10004848,East,82.8,2,0.2,10.35,0.125
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-AR-10000940,West,8.82,3,0.0,2.3814,0.27
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-EN-10004030,West,10.86,3,0.0,5.1042,0.47
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-PA-10004327,West,143.7,3,0.0,68.976,0.48000000000000004
CA-2017-155376,2017-12-22,2017-12-27,SG-20080,OFF-AP-10001058,Central,839.43,3,0.0,218.2518,0.26
CA-2015-110744,2015-09-07,2015-09-12,HA-14920,OFF-ST-10003656,West,671.93,7,0.0,20.1579,0.030000000000000006
CA-2014-110072,2014-10-22,2014-10-28,MG-17680,FUR-FU-10000521,East,93.888,4,0.2,12.9096,0.13749999999999998
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,TEC-PH-10000215,Central,384.45,11,0.0,103.8015,0.27
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,TEC-PH-10001448,Central,149.97,3,0.0,5.9988,0.04
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,FUR-CH-10000454,Central,1951.84,8,0.0,585.552,0.30000000000000004
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,OFF-BI-10002735,Central,171.55,5,0.0,80.6285,0.47
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,OFF-AP-10000326,West,157.92,5,0.2,17.766,0.1125
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,TEC-PH-10001254,West,203.184,2,0.2,15.2388,0.075
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-PA-10001950,West,58.38,7,0.0,26.271,0.45
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-PA-10002254,West,105.52,4,0.0,48.5392,0.46
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-ST-10001590,West,80.88,6,0.0,21.0288,0.26
CA-2015-118948,2015-05-28,2015-06-03,NK-18490,OFF-AR-10001547,West,6.63,3,0.0,1.7901,0.27
CA-2014-104269,2014-03-01,2014-03-06,DB-13060,FUR-CH-10004063,West,457.568,2,0.2,51.4764,0.1125
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,OFF-LA-10002475,Central,14.62,2,0.0,6.8714,0.47000000000000003
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,TEC-PH-10004536,Central,944.93,7,0.0,236.2325,0.25
CA-2016-162733,2016-05-11,2016-05-12,TT-21070,OFF-PA-10002751,West,5.98,1,0.0,2.691,0.44999999999999996
CA-2015-119697,2015-12-28,2015-12-31,EM-13960,TEC-AC-10003657,East,54.384,2,0.2,1.3596,0.024999999999999998
CA-2016-154508,2016-11-16,2016-11-20,RD-19900,OFF-EN-10001990,West,28.4,5,0.0,13.348,0.47000000000000003
CA-2016-113817,2016-11-07,2016-11-11,MJ-17740,OFF-BI-10004002,West,27.68,2,0.2,9.688,0.35000000000000003
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AR-10004441,Central,9.936,3,0.2,2.7324,0.275
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,TEC-MA-10000822,Central,8159.952,8,0.4,-1359.992,-0.16666666666666666
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-ST-10000991,Central,275.928,3,0.2,-58.6347,-0.21250000000000002
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,FUR-CH-10004287,Central,1740.06,9,0.3,-24.858,-0.014285714285714287
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AR-10002656,Central,32.064,6,0.2,6.8136,0.2125
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AP-10002518,Central,177.98,5,0.8,-453.849,-2.5500000000000003
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,TEC-PH-10003931,Central,143.976,3,0.2,8.9985,0.0625
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,OFF-PA-10000659,West,20.94,3,0.0,9.8418,0.4699999999999999
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,OFF-PA-10001144,West,110.96,2,0.0,53.2608,0.48000000000000004
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,FUR-CH-10003817,West,340.144,7,0.2,21.259,0.0625
US-2014-100853,2014-09-14,2014-09-19,JB-15400,OFF-AP-10000891,Central,52.448,2,0.8,-131.12,-2.5
US-2014-100853,2014-09-14,2014-09-19,JB-15400,OFF-LA-10003148,Central,20.16,4,0.2,6.552,0.32499999999999996
US-2017-152366,2017-04-21,2017-04-25,SJ-20500,OFF-AP-10002684,Central,97.264,4,0.8,-243.16,-2.5
US-2015-101511,2015-11-21,2015-11-23,JE-15745,FUR-CH-10004698,East,396.802,7,0.3,-11.3372,-0.028571428571428567
US-2015-101511,2015-11-21,2015-11-23,JE-15745,OFF-SU-10002189,East,15.88,5,0.2,-3.7715,-0.2375
CA-2015-137225,2015-12-15,2015-12-19,JK-15640,OFF-AR-10001940,East,3.28,1,0.0,1.4104,0.43000000000000005
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,OFF-ST-10003455,Central,24.816,2,0.2,1.8612,0.075
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,TEC-AC-10004659,Central,408.744,7,0.2,76.6395,0.18749999999999997
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-PH-10003273,South,503.96,4,0.0,131.0296,0.26
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-PH-10004896,South,149.95,5,0.0,41.986,0.28
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-AC-10002345,South,29.0,2,0.0,7.25,0.25
CA-2016-105018,2016-11-28,2016-12-02,SK-19990,OFF-BI-10001890,East,7.16,2,0.0,3.4368,0.48
CA-2014-123260,2014-08-26,2014-08-30,FM-14290,TEC-AC-10002323,West,176.8,8,0.0,22.984,0.13
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,OFF-ST-10001328,Central,37.224,3,0.2,3.7224,0.1
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,OFF-PA-10001950,Central,20.016,3,0.2,6.255,0.3125
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,FUR-BO-10002613,East,899.136,4,0.2,112.392,0.125
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,TEC-PH-10001552,East,71.76,6,0.0,20.0928,0.27999999999999997
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,OFF-PA-10000061,East,51.84,8,0.0,24.8832,0.4799999999999999
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,FUR-BO-10002545,East,626.352,3,0.2,46.9764,0.075
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,OFF-AR-10003514,East,19.9,5,0.0,6.567,0.33
CA-2015-131457,2015-10-31,2015-11-06,MZ-17515,OFF-EN-10001509,West,14.28,7,0.0,6.7116,0.47000000000000003
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,OFF-AR-10004685,East,7.408,2,0.2,1.2038,0.16249999999999998
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,OFF-AR-10004027,East,6.048,3,0.2,1.5876,0.26249999999999996
CA-2017-107720,2017-11-06,2017-11-13,VM-21685,OFF-ST-10001414,East,46.26,3,0.0,12.0276,0.26
US-2017-124303,2017-07-06,2017-07-13,FH-14365,OFF-BI-10000343,East,2.946,2,0.7,-2.2586,-0.7666666666666666
US-2017-124303,2017-07-06,2017-07-13,FH-14365,OFF-PA-10002749,East,16.056,3,0.2,5.8203,0.36249999999999993
CA-2017-105074,2017-06-24,2017-06-29,MB-17305,OFF-PA-10002666,East,21.744,3,0.2,6.795,0.3125
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,FUR-TA-10004289,West,218.75,2,0.5,-161.875,-0.74
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,OFF-AP-10003622,West,2.6,1,0.2,0.2925,0.11249999999999999
US-2017-116701,2017-12-17,2017-12-21,LC-17140,OFF-AP-10003217,Central,66.284,2,0.8,-178.9668,-2.6999999999999997
CA-2017-126382,2017-06-03,2017-06-07,HK-14890,FUR-FU-10002960,South,35.168,7,0.2,9.6712,0.275
CA-2017-108329,2017-12-09,2017-12-14,LE-16810,TEC-PH-10001918,West,444.768,4,0.2,44.4768,0.1
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,OFF-ST-10000642,Central,83.92,4,0.0,5.8744,0.06999999999999999
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,TEC-PH-10001700,Central,131.98,2,0.0,35.6346,0.27
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,OFF-BI-10003274,Central,15.92,4,0.0,7.4824,0.47000000000000003
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,OFF-FA-10000134,Central,52.29,9,0.0,16.2099,0.31000000000000005
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,OFF-ST-10001522,Central,91.99,1,0.0,3.6796,0.04000000000000001
CA-2015-101007,2015-02-09,2015-02-13,MS-17980,TEC-AC-10001266,Central,20.8,2,0.2,6.5,0.3125
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,OFF-LA-10004544,East,23.68,2,0.2,8.88,0.37500000000000006
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,FUR-BO-10004695,East,452.45,5,0.5,-244.323,-0.54
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,TEC-PH-10002844,East,62.982,3,0.4,-14.6958,-0.23333333333333334
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,TEC-MA-10000864,East,1188.0,9,0.7,-950.4,-0.7999999999999999
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,TEC-AC-10000109,East,89.584,2,0.2,4.4792,0.049999999999999996
